Device,Experiment,Plate Name,Plate Position Name,Strain,Genotype,Culturing Temperature,Experiment Temperature,Food Source,Incubator Name,Incubator Column,Incubator Shelf,Event Frequency,Age at Death (d) Raw,Censored,Censored Reason,Event Observation Type,Technique
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.7637,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.3123,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.0415,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.0415,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.4304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.4304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.597,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.7081,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.7081,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.3192,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.8748,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.8679,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.097,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.979,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.2081,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.3748,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.5415,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.8679,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,2,12.9859,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,15.4234,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::1,c::1,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,16.4304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,3,2.04147,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,7,2.15258,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,4,2.26369,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,2.31925,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.09703,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.26369,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.43036,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.43036,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.0415,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.4304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.4859,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.9859,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.1526,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.2637,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,2,11.5415,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,11.7637,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.097,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.1526,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.2637,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.5415,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.597,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.6526,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.7081,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.9859,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.0415,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,12.6595,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.3748,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.8748,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,13.9304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.1526,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.3748,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.3748,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.6526,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,14.8192,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,15.4304,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,15.4859,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::2,c::2,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,15.597,0,,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,3,2.04147,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.04147,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,8.77064,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,9.04147,1,Escaped machine detection,,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.4859,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,2,10.0484,0,,Induced Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.6526,0,,Observed Multiple Worm,Lifespan Machine
stone,2010_11_23_ten_n2,stone_c::3,c::3,N2,CGC Wildtype,25C,25C,OP50,five,R,1,1,10.4234,0,,Induced Multiple Worm,Lifespan Machine
